onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	AB_6mo
18.302772	1.263	EXT_SEM
19.565824	1.347	INT_TIME
20.912762	17.532	EXT_SEM
38.44508	2.64	INT_PLACE
41.085086	5.213	EXT_OTHER
46.297751	1.906	INT_ACT
48.20342	1.576	INT_PERC
49.779837	0.459	INT_PERSON
50.238794	2.01	EXT_REP
52.249089	2.003	INT_PLACE
54.251881	1.916	INT_PERC
56.167527	1.774	INT_ACT
57.94188	6.944	INT_PLACE
64.886141	2.841	INT_PERC
67.727214	2.415	INT_OBJ
70.141727	13.398	INT_PERC
83.540039	5.592	INT_OBJ
89.131668	0.289	EXT_OTHER
89.42101	8.448	INT_PERC
97.868753	1.437	INT_ACT
99.305835	1.052	INT_PERSON
100.358091	2.763	INT_ACT
103.120736	1.38	INT_OBJ
104.50035	1.099	INT_ACT
105.599753	8.902	INT_PERC
114.502239	2.46	EXT_OTHER
116.961868	3.405	INT_ACT
120.366778	0.878	INT_PLACE
121.244782	5.105	INT_PERC
126.350009	1.247	INT_ACT
127.597174	0.599	INT_PERSON
128.195814	0.269	INT_ACT
128.465201	3.186	INT_OBJ
131.651038	1.65	EXT_SEM
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	AB_today
171.716872	3.445	EXT_OTHER
175.162214	14.616	EXT_SEM
189.778118	2.296	INT_TIME
192.073965	1.815	INT_PERSON
193.889064	12.266	EXT_SEM
206.154628	3.131	INT_ACT
209.285312	0.599	INT_OTHER
209.883951	0.675	EXT_REP
210.558924	1.636	INT_ACT
212.19524	0.587	INT_OTHER
212.782478	0.774	INT_ACT
213.556564	1.308	INT_OTHER
214.864503	6.962	EXT_EPI
221.826843	5.576	EXT_SEM
227.403109	1.74	INT_OTHER
229.143137	0.844	INT_PERC
229.987291	2.149	INT_EMO
232.136057	0.737	INT_PERC
232.873441	15.447	EXT_EPI
248.320686	5.751	INT_PERC
254.07187	2.519	INT_ACT
256.590711	5.36	EXT_OTHER
261.95066	0.926	INT_OBJ
262.876843	5.905	INT_OTHER
268.782035	0.913	INT_ACT
269.694596	3.02	INT_PERC
272.7142	1.142	INT_PERSON
273.855981	0.708	INT_ACT
274.564371	1.95	EXT_EPI
276.514573	0.564	EXT_OTHER
277.079012	3.166	EXT_EPI
280.245425	0.83	INT_ACT
281.075646	4.245	EXT_EPI
285.320412	1.494	INT_EMO
286.814884	1.038	EXT_OTHER
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	AB_5yr
325.842772	2.316	INT_OTHER
328.158731	2.13	INT_PERSON
330.288373	3.768	EXT_SEM
334.056379	3.981	EXT_REP
338.037046	0.862	INT_PLACE
338.899392	5.648	INT_TIME
344.547021	1.169	INT_EMO
345.715988	3.021	INT_TIME
348.736564	2.783	INT_EMO
351.519271	1.443	EXT_EPI
352.962452	1.585	INT_PLACE
354.547737	0.764	EXT_OTHER
355.311814	3.878	INT_ACT
359.190058	2.714	EXT_EPI
361.90389	3.584	INT_ACT
365.487791	1.896	EXT_EPI
367.383482	1.556	EXT_OTHER
368.939945	2.339	EXT_EPI
371.278919	1.368	INT_ACT
372.646609	4.781	INT_EMO
377.428015	0.397	INT_ACT
377.825068	2.188	INT_EMO
380.013029	0.897	INT_ACT
380.909845	1.051	INT_PLACE
381.960867	0.744	INT_ACT
382.704924	2.109	INT_PLACE
384.813874	0.449	INT_ACT
385.262854	1.389	EXT_EPI
386.651777	1.979	INT_ACT
388.630946	1.278	INT_PLACE
389.908993	1.256	INT_ACT
391.165365	2.967	EXT_EPI
394.132608	0.762	INT_ACT
394.895016	3.426	EXT_OTHER
398.32068	3.611	INT_PLACE
401.931483	3.152	INT_ACT
405.083408	7.418	EXT_SEM
412.501689	2.77	EXT_REP
415.271947	1.467	INT_ACT
416.739062	2.107	INT_PLACE
418.845877	1.391	INT_PERC
420.236731	2.31	INT_EMO
422.546365	0.775	INT_ACT
423.32176	2.406	INT_OBJ
425.727328	0.635	INT_ACT
426.36188	1.687	INT_PLACE
428.04852	1.691	EXT_EPI
429.739268	3.629	INT_PLACE
433.36803	1.485	EXT_REP
434.85323	2.619	EXT_SEM
437.472531	1.416	INT_PERC
438.888076	1.626	INT_ACT
440.514379	1.418	INT_PERC
