onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	AB_5yr
17.349172	31.298	EXT_SEM
48.647376	5.347	INT_PERC
53.994499	0.766	INT_OBJ
54.760099	1.477	INT_PLACE
56.236743	2.889	EXT_SEM
59.125693	1.417	INT_ACT
60.542473	1.928	INT_PERC
62.470059	0.609	INT_PLACE
63.078675	2.866	INT_PERC
65.944303	0.928	INT_OBJ
66.872194	1.851	INT_PERC
68.722841	0.489	INT_ACT
69.21173	1.207	INT_PERC
70.418986	2.99	INT_PLACE
73.408699	1.575	INT_PERC
74.984136	1.564	INT_OBJ
76.547917	3.873	INT_PERC
80.421063	0.589	INT_OBJ
81.009726	4.093	INT_PERC
85.102597	6.351	EXT_SEM
91.453223	1.647	INT_PERC
93.099887	0.731	INT_OBJ
93.830579	1.632	INT_PERC
95.463034	1.631	INT_PLACE
97.093876	4.31	EXT_OTHER
101.404145	2.392	INT_ACT
103.796191	4.611	INT_PERC
108.406778	0.857	INT_ACT
109.263355	0.788	INT_OBJ
110.051563	3.411	INT_PERC
113.462259	2.482	INT_OBJ
115.944669	1.395	INT_PERC
117.33998	3.908	INT_PLACE
121.248111	3.374	INT_PERC
124.622038	0.449	INT_PLACE
125.071017	1.979	INT_PERC
127.049565	4.43	INT_OBJ
131.4798	0.878	EXT_OTHER
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	AB_6mo
171.088372	2.365	INT_TIME
173.452998	1.581	EXT_REP
175.034063	1.834	EXT_OTHER
176.868544	1.834	INT_PLACE
178.702518	2.329	INT_TIME
181.031809	2.472	INT_PERSON
183.503905	2.102	INT_ACT
185.605625	2.036	INT_OBJ
187.642088	1.986	INT_PLACE
189.62801	1.696	INT_PERC
191.324155	0.399	EXT_REP
191.723248	14.349	INT_PERC
206.072048	0.469	INT_OBJ
206.540982	1.038	INT_ACT
207.578624	8.578	EXT_SEM
216.156683	8.879	INT_PERC
225.035187	3.667	INT_OTHER
228.701853	2.424	INT_PERC
231.126342	2.55	INT_ACT
233.676434	1.058	EXT_OTHER
234.73403	2.111	INT_OTHER
236.84458	1.556	EXT_REP
238.401042	1.889	INT_PERC
240.290276	1.137	INT_PLACE
241.427691	0.619	INT_PERC
242.046285	1.748	EXT_SEM
243.794769	5.395	EXT_OTHER
249.190107	1.642	INT_PERC
250.832383	0.549	INT_OTHER
251.381136	1.668	INT_PERC
253.049615	2.619	EXT_REP
255.668391	7.487	INT_PERC
263.155521	8.229	EXT_SEM
271.384064	3.886	INT_PERSON
275.270223	0.917	INT_ACT
276.187305	0.866	INT_PERC
277.053216	4.782	EXT_SEM
281.835141	3.011	INT_PERC
284.846523	1.524	INT_OBJ
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	AB_today
325.140672	3.507	EXT_OTHER
328.647192	3.75	EXT_SEM
332.39681	5.007	EXT_EPI
337.404191	2.365	EXT_SEM
339.768918	1.018	INT_TIME
340.786605	0.737	INT_PERC
341.524091	0.664	INT_OBJ
342.187924	2.401	INT_PLACE
344.588721	1.287	INT_ACT
345.875796	24.037	EXT_SEM
369.913107	0.718	EXT_OTHER
370.631474	5.309	INT_PERC
375.940682	2.316	EXT_SEM
378.256259	2.92	INT_PERC
381.176613	0.768	INT_OBJ
381.944867	1.357	INT_PERC
383.301784	2.682	INT_ACT
385.983705	5.119	INT_PERC
391.102908	0.469	INT_OBJ
391.571842	1.078	INT_OTHER
392.649393	0.509	INT_ACT
393.158236	4.278	INT_PERC
397.436408	3.549	EXT_REP
400.985778	2.085	EXT_EPI
403.070456	1.465	INT_ACT
404.535399	5.3	INT_PERC
409.835889	0.409	INT_OBJ
410.244959	1.795	EXT_OTHER
412.039484	1.726	INT_EMO
413.765561	1.554	INT_PERSON
415.319264	2.819	INT_PERC
418.138292	1.926	EXT_OTHER
420.064657	1.976	INT_OTHER
422.040167	1.933	INT_EMO
423.973342	0.758	_INT_ACT
424.731618	1.191	_INT_OBJ
425.923111	0.978	_INT_ACT
426.900889	0.449	_INT_PERC
427.349869	0.539	_INT_ACT
427.888644	2.671	_EXT_REP
430.559848	3.026	_INT_PERC
433.585906	4.149	_INT_ACT
437.735365	2.317	_INT_PERC
