onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	AB_today
20.623172	5.177	EXT_EPI
25.800132	1.773	INT_ACT
27.572837	1.537	INT_TIME
29.109345	2.135	INT_EMO
31.244516	1.217	INT_OTHER
32.461749	2.493	INT_PERC
34.954571	2.515	INT_ACT
37.469078	0.629	INT_PERC
38.09765	1.057	INT_ACT
39.154997	1.028	INT_OBJ
40.182662	0.409	INT_ACT
40.591732	1.457	INT_PERC
42.048421	5.622	INT_TIME
47.670595	4.018	EXT_REP
51.68845	1.088	INT_OTHER
52.775979	1.197	INT_PERSON
53.973258	1.94	EXT_SEM
55.913464	6.366	INT_ACT
62.279165	4.788	EXT_SEM
67.067209	1.702	INT_ACT
68.769322	0.599	INT_OTHER
69.367962	0.978	INT_PERC
70.345739	6.467	INT_ACT
76.812244	19.132	INT_OTHER
95.944207	6.52	INT_ACT
102.46462	0.748	INT_OTHER
103.21292	4.268	INT_ACT
107.481214	2.434	INT_PERC
109.915681	1.223	INT_ACT
111.13863	1.137	EXT_REP
112.276045	2.66	INT_PLACE
114.936413	2.312	INT_ACT
117.248906	3.129	INT_PERC
120.377551	0.928	INT_OBJ
121.305442	3.336	INT_PERC
124.641682	1.387	INT_ACT
126.02853	3.912	INT_OBJ
129.94087	1.387	INT_PERC
131.327718	1.487	INT_ACT
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	AB_6mo
171.440672	0.818	INT_TIME
172.258812	0.569	INT_ACT
172.82752	4.274	INT_OTHER
177.101626	19.338	INT_PERC
196.439947	2.286	INT_EMO
198.7261	5.991	INT_ACT
204.716914	2.503	INT_OBJ
207.219913	1.048	INT_ACT
208.267532	1.507	INT_OBJ
209.774108	10.698	EXT_SEM
220.471942	4.235	INT_ACT
224.706461	2.733	INT_PERC
227.439299	1.377	INT_OBJ
228.816169	3.621	EXT_SEM
232.437098	5.133	INT_PERC
237.570122	3.685	EXT_SEM
241.255574	2.019	INT_ACT
243.274471	3.468	INT_PERC
246.742058	2.589	INT_ACT
249.331296	8.105	INT_PERC
257.436353	2.918	INT_ACT
260.354398	1.949	INT_PERC
262.303729	4.549	INT_ACT
266.852719	5.675	INT_OTHER
272.52777	4.195	EXT_SEM
276.723169	2.973	INT_EMO
279.696412	4.872	INT_ACT
284.568485	2.887	INT_PERC
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	AB_5yr
328.983372	13.715	INT_OTHER
342.698174	3.912	INT_PERSON
346.610044	4.132	INT_OTHER
350.741978	2.175	EXT_SEM
352.917034	7.571	INT_EMO
360.487965	1.527	INT_PERC
362.014496	2.017	INT_PLACE
364.031247	1.946	INT_PERC
365.976825	2.103	INT_TIME
368.08016	2.814	INT_ACT
370.893765	2.675	INT_PERSON
373.568639	2.315	INT_ACT
375.883378	2.332	INT_EMO
378.215337	2.86	INT_ACT
381.075556	1.197	INT_PLACE
382.272835	4.087	INT_OTHER
386.359567	2.935	INT_EMO
389.294107	7.845	EXT_REP
397.13904	2.225	INT_PERSON
399.363984	1.841	INT_EMO
401.204731	1.917	EXT_EPI
403.122204	2.459	INT_EMO
405.581195	3.264	INT_ACT
408.84505	1.414	INT_PERC
410.259136	0.698	INT_PLACE
410.957549	4.124	INT_EMO
415.08105	2.883	EXT_OTHER
417.964497	7.048	EXT_SEM
425.01201	2.067	EXT_REP
427.079044	4.051	INT_PERC
431.129838	4.455	INT_EMO
435.585316	3.904	EXT_SEM
