onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	PD
17.515359	2.423	EXT_OTHER
19.938849	2.083	INT_PERC
22.021887	2.686	EXT_SEM
24.70801	1.304	INT_PLACE
26.011875	0.718	INT_OBJ
26.730242	2.929	INT_PLACE
29.659215	1.631	INT_PERSON
31.289876	1.896	INT_ACT
33.185567	5.777	INT_PERC
38.962091	1.636	INT_OBJ
40.598372	3.286	INT_PERC
43.884853	1.337	INT_OBJ
45.221399	1.926	INT_PERC
47.147023	2.7	EXT_SEM
49.846804	2.065	INT_PERC
51.91211	0.798	INT_ACT
52.710296	3.093	INT_OBJ
55.803267	2.694	INT_PERC
58.497144	0.948	INT_PERSON
59.44499	1.227	INT_ACT
60.672201	0.988	INT_OTHER
61.659956	1.586	INT_PERC
63.246351	3.622	INT_PLACE
66.868119	2.614	INT_PERC
69.481761	3.902	INT_PLACE
73.383312	23.919	INT_PERC
97.302008	0.995	INT_OBJ
98.29699	2.504	INT_ACT
100.800999	6.675	INT_PERC
107.475829	1.068	INT_ACT
108.543403	1.508	INT_OBJ
110.05172	5.735	INT_PERC
115.78694	1.167	INT_PERSON
116.954287	2.863	EXT_OTHER
119.817779	9.653	INT_PERC
129.470602	1.402	INT_OTHER
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	PD
170.752722	4.502	EXT_SEM
175.254449	6.458	INT_PERC
181.712366	2.681	INT_PERSON
184.393136	1.018	INT_ACT
185.410823	3.541	INT_PERC
188.951867	0.266	INT_PERSON
189.217447	0.642	INT_ACT
189.858976	0.579	INT_PERSON
190.438422	0.845	INT_ACT
191.283448	0.873	INT_PERC
192.156066	1.811	INT_OBJ
193.966836	6.334	INT_PERC
200.300817	1.028	INT_OBJ
201.328481	0.579	INT_PERSON
201.907166	1.048	INT_ACT
202.954785	3.08	INT_PERSON
206.03525	3.803	INT_ACT
209.837799	11.706	EXT_SEM
221.543539	2.345	INT_PERC
223.88821	3.362	EXT_SEM
227.250569	3.411	INT_PERC
230.661604	0.239	INT_PERSON
230.90106	0.938	INT_PERC
231.838928	0.289	INT_ACT
232.12827	0.678	INT_PERC
232.806728	0.289	INT_OBJ
233.096071	1.693	INT_PERC
234.789055	1.367	INT_OTHER
236.155948	6.093	INT_PERC
242.248606	0.321	INT_PERSON
242.569371	1.835	INT_OBJ
244.404284	5.84	EXT_SEM
250.244764	5.033	INT_PERC
255.277642	6.633	INT_OBJ
261.910406	4.077	INT_PLACE
265.987223	3.462	INT_PERC
269.449313	1.09	INT_OBJ
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	PD
324.353042	2.706	EXT_OTHER
327.0588	0.08	INT_PERSON
327.138618	2.454	INT_ACT
329.593063	1.397	INT_PERC
330.989889	0.808	INT_PERSON
331.798052	0.549	INT_ACT
332.346805	3.423	INT_PERC
335.769906	1.257	INT_PERSON
337.027048	10.401	INT_PERC
347.427739	3.8	EXT_SEM
351.228085	0.549	INT_PERC
351.776838	0.309	INT_ACT
352.086135	1.038	INT_OBJ
353.123777	3.011	INT_PLACE
356.135074	6.776	INT_PERC
362.911243	4.292	EXT_SEM
367.202932	4.768	INT_OBJ
371.97062	2.968	INT_PERC
374.938391	0.978	INT_OBJ
375.916169	1.537	INT_PERC
377.452677	2.809	EXT_REP
380.261674	3.227	INT_ACT
383.488354	2.293	INT_PERC
385.780968	5.952	INT_ACT
391.73297	7.942	EXT_SEM
399.67492	6.03	INT_PERC
405.704817	0.86	INT_OBJ
406.564897	1.107	INT_PLACE
407.67238	5.445	INT_PERC
413.11742	0.648	INT_OBJ
413.765361	0.497	INT_PERC
