onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	PD
18.764072	11.066	INT_PLACE
29.830391	18.387	INT_PERC
48.216953	1.898	EXT_SEM
50.114754	6.794	INT_PERC
56.908569	2.499	INT_OBJ
59.407071	4.567	INT_PLACE
63.973616	14.244	INT_PERC
78.217558	5.514	INT_OBJ
83.73203	7.241	INT_PERC
90.972602	5.011	INT_PERSON
95.983351	9.967	EXT_SEM
105.950227	4.978	EXT_EPI
110.928268	11.442	INT_PERC
122.369934	4.327	INT_OBJ
126.697053	3.99	INT_PERC
130.686622	1.995	EXT_REP
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	PD
172.106328	2.597	INT_PLACE
174.703563	9.287	INT_PERC
183.990398	3.064	INT_PERSON
187.053923	2.316	INT_PERC
189.370204	1.107	EXT_SEM
190.477687	4.614	INT_OBJ
195.091306	8.471	INT_PERC
203.561917	0.788	INT_OBJ
204.349947	5.329	INT_PERC
209.678808	2.627	INT_PLACE
212.305732	2.535	INT_PERC
214.840877	1.175	EXT_REP
216.015927	4.686	INT_PLACE
220.702364	2.175	INT_OBJ
222.877193	3.822	INT_OTHER
226.698875	2.159	EXT_OTHER
228.857798	10.953	INT_PERC
239.810652	2.18	INT_OBJ
241.990349	5.968	INT_PERC
247.958136	3.096	INT_TIME
251.053696	13.435	INT_PERC
264.488611	7.35	INT_OBJ
271.838852	8.545	INT_PERC
280.38343	4.353	INT_OBJ
284.736684	1.334	INT_ACT
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	PD
327.784972	4.428	INT_PLACE
332.212828	4.5	INT_PERC
336.712807	0.947	INT_OBJ
337.659375	8.952	INT_PLACE
346.610923	2.814	EXT_REP
349.425216	3.604	INT_PLACE
353.029638	4.344	INT_OBJ
357.373562	2.812	INT_PERC
360.185571	4.121	INT_PERSON
364.306273	4.867	INT_PERC
369.173638	8.045	INT_ACT
377.218298	3.761	EXT_REP
380.979664	4.691	INT_TIME
385.671021	1.246	INT_PERSON
386.916999	1.096	INT_PERC
388.012781	0.643	INT_OTHER
388.656261	0.699	INT_PERC
389.355696	0.541	INT_OBJ
389.896875	1.999	INT_ACT
391.895625	4.431	INT_PERC
396.326202	2.178	EXT_REP
398.503776	8.4	INT_OBJ
406.904106	1.114	INT_PERC
408.018539	2.258	INT_OBJ
410.276952	2.125	INT_ACT
412.401746	4.269	EXT_REP
416.671063	14.333	INT_PERC
431.004276	10.222	INT_ACT
