onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	AB_6mo
16.016576	5.083	EXT_OTHER
21.09991	3.853	INT_OTHER
24.952893	2.395	INT_PLACE
27.347848	0.476	INT_ACT
27.823433	1.737	INT_OTHER
29.560421	1.088	INT_ACT
30.64795	2.415	EXT_OTHER
33.062462	0.98	INT_ACT
34.042558	1.963	INT_OBJ
36.005773	1.553	INT_PERC
37.558554	1.542	INT_PERSON
39.100472	8.077	INT_PERC
47.177635	1.676	INT_OBJ
48.853826	3.323	INT_PERC
52.176991	2.982	EXT_REP
55.158765	2.327	INT_PERSON
57.485492	0.993	INT_ACT
58.478977	1.133	EXT_REP
59.612062	3.828	INT_ACT
63.439572	0.942	EXT_REP
64.381478	2.3	INT_ACT
66.681119	2.231	EXT_EPI
68.912374	1.427	INT_PERC
70.339131	1.992	INT_OTHER
72.330903	2.324	EXT_REP
74.655309	2.864	INT_ACT
77.519676	2.717	INT_OBJ
80.236624	9.439	INT_PERSON
89.676014	1.038	INT_ACT
90.713656	6.041	EXT_EPI
96.754711	4.247	INT_EMO
101.00203	2.205	INT_ACT
103.2074	2.99	INT_EMO
106.197812	7.694	EXT_OTHER
120.909136	5.46	INT_PERC
126.369235	0.14	INT_PERSON
126.508917	2.234	INT_ACT
128.743134	1.626	INT_PLACE
130.369438	3.901	EXT_SEM
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	AB_5yr
170.087292	1.809	INT_OTHER
171.896497	4.899	EXT_OTHER
176.795796	2.153	EXT_REP
178.948528	2.829	INT_OTHER
181.77768	1.367	INT_PLACE
183.144573	2.902	INT_PERSON
186.046819	5.986	EXT_SEM
192.032723	6.572	INT_ACT
198.604422	5.979	EXT_EPI
204.583386	3.079	INT_EMO
207.662043	2.931	EXT_EPI
210.593104	1.367	EXT_SEM
211.959998	1.96	INT_PLACE
213.919729	0.394	INT_ACT
214.313985	1.149	INT_OBJ
215.463149	1.092	INT_ACT
216.554865	6.026	INT_OTHER
222.580747	0.802	EXT_OTHER
223.382616	1.09	INT_PERC
224.472668	8.196	INT_PERSON
232.668661	0.688	INT_PERC
233.357096	0.911	EXT_SEM
234.268031	7.042	INT_ACT
241.309813	2.873	EXT_EPI
244.182609	3.931	INT_ACT
248.113559	1.455	INT_PERSON
249.568384	1.027	INT_PERC
250.595767	1.247	INT_EMO
251.842933	3.275	INT_PERC
255.117549	3.01	EXT_REP
258.127731	2.594	INT_ACT
260.721972	7.905	EXT_SEM
268.627269	2.487	INT_PERC
271.114736	1.122	INT_PERSON
272.23637	2.693	INT_PERC
274.929676	5.862	INT_ACT
280.791294	1.068	INT_OTHER
281.858868	2.573	EXT_SEM
284.432045	3.371	EXT_OTHER
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	AB_today
324.045326	1.767	EXT_OTHER
325.812565	0.859	INT_TIME
326.671194	1.502	INT_ACT
328.173104	1.314	INT_PERC
329.48693	12.38	EXT_SEM
341.867028	2.124	INT_ACT
343.990843	0.683	EXT_REP
344.674324	0.249	INT_OBJ
344.923757	1.613	INT_PERC
346.536786	1.688	INT_PLACE
348.224552	1.576	INT_ACT
349.800612	1.076	INT_OBJ
350.876252	1.337	INT_ACT
352.213214	3.228	EXT_EPI
355.441435	3.269	EXT_OTHER
358.710335	5.02	INT_PERC
363.730802	0.489	INT_OBJ
364.21969	0.22	EXT_REP
364.439192	3.483	EXT_EPI
367.922148	3.395	INT_OBJ
371.317304	6.318	EXT_EPI
377.635185	1.319	INT_OBJ
378.953712	1.476	INT_PERC
380.430131	2.204	INT_OBJ
382.633974	5.27	INT_PERC
387.903928	4.455	INT_PERSON
392.358984	0.732	INT_PERC
393.091166	5.873	INT_ACT
398.964189	2.388	INT_EMO
401.352134	0.516	INT_PERSON
401.867941	4.324	INT_PERC
410.793152	5.102	EXT_OTHER
415.895512	1.693	INT_ACT
417.588216	1.226	INT_PLACE
418.814487	1.234	INT_ACT
420.048075	3.694	EXT_SEM
423.742293	1.654	EXT_OTHER
425.396117	5.889	INT_ACT
431.285458	0.584	INT_PLACE
431.869116	1.472	EXT_REP
439.45518	1.922	EXT_OTHER
