onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	AB_today
17.336172	0.639	INT_TIME
17.97472	2.16	INT_ACT
20.134689	1.39	INT_PERC
21.524233	1.883	EXT_EPI
23.407344	4.753	INT_ACT
28.160091	0.246	INT_OBJ
28.405776	1.321	INT_TIME
29.726826	1.483	INT_ACT
31.209628	0.838	EXT_REP
32.047793	1.214	INT_EMO
33.261304	1.338	INT_PERC
34.599526	5.536	INT_OBJ
40.135436	3.026	EXT_SEM
43.161658	2.274	INT_ACT
45.435986	0.42	INT_OTHER
45.855647	0.238	INT_ACT
46.093455	0.541	INT_OTHER
46.634352	1.629	INT_ACT
48.263714	0.9	INT_OBJ
49.163654	0.651	INT_ACT
49.814215	0.853	INT_OBJ
50.667526	8.38	INT_ACT
59.047658	4.975	INT_OBJ
64.022476	1.805	EXT_SEM
65.827018	6.061	EXT_EPI
71.888261	1.543	INT_ACT
73.431729	2.06	EXT_EPI
75.491863	0.529	EXT_REP
76.020662	3.255	INT_ACT
79.275357	1.002	INT_OBJ
80.27772	1.156	INT_ACT
81.434119	1.688	INT_OBJ
83.122089	4.392	INT_ACT
87.514052	1.881	INT_OBJ
89.395183	0.339	INT_ACT
89.734412	0.678	INT_OBJ
90.41287	2.249	INT_ACT
92.662096	1.206	INT_OBJ
93.868118	0.267	INT_ACT
94.135397	1.593	INT_OBJ
95.728615	0.766	INT_ACT
96.494713	2.119	INT_OTHER
98.613376	1.681	INT_ACT
100.294192	0.519	INT_PLACE
100.813013	9.333	EXT_REP
110.145767	1.964	INT_TIME
112.109886	0.519	EXT_REP
112.628563	7.276	EXT_SEM
119.904667	2.259	INT_OTHER
122.163259	5.053	INT_PERC
127.21653	0.322	INT_OBJ
127.53827	0.494	EXT_REP
128.032537	5.31	EXT_SEM
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	AB_6mo
171.514672	2.653	EXT_SEM
174.16733	2.137	EXT_EPI
176.304049	1.805	EXT_OTHER
178.108591	1.552	EXT_EPI
179.660795	3.64	INT_OTHER
183.300604	2.024	INT_PLACE
185.324302	1.646	INT_ACT
186.970622	0.419	INT_PERC
187.38967	1.142	INT_OBJ
188.532	4.201	INT_PERC
192.732895	3.506	EXT_REP
196.239126	3.334	INT_ACT
199.573099	1.403	INT_PLACE
200.976254	2.299	INT_OTHER
203.275064	3.116	INT_ACT
206.390992	3.035	INT_PERC
209.42636	1.404	INT_PLACE
210.829893	1.571	INT_ACT
212.40129	2.513	INT_PERSON
214.914018	5.196	INT_PERC
220.109797	0.718	INT_ACT
220.827884	1.43	INT_PERSON
222.257421	3.274	INT_ACT
225.531386	1.404	INT_PERSON
226.934919	4.458	EXT_SEM
231.392691	2.044	INT_PERC
233.437053	1.917	INT_PLACE
235.354516	3.029	INT_PERC
238.383089	3.265	INT_OTHER
241.647763	4.815	INT_PERC
246.462613	1.94	INT_OBJ
248.402816	2.548	EXT_SEM
250.951054	0.76	INT_PERC
251.711107	5.935	INT_OTHER
257.646511	5.287	INT_PERC
262.933574	2.98	INT_OTHER
265.913167	4.352	INT_PLACE
270.2656	1.695	INT_ACT
271.960391	0.722	INT_OTHER
272.682529	1.746	INT_PERC
274.42856	0.489	INT_PERSON
274.917449	1.127	INT_ACT
276.044409	2.918	EXT_EPI
278.962656	9.258	EXT_OTHER
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	AB_5yr
326.087572	4.88	INT_OTHER
330.967789	1.076	INT_ACT
332.043779	0.935	INT_PLACE
332.978861	1.926	INT_PERC
334.904639	0.914	INT_OTHER
335.818567	1.426	EXT_EPI
337.244939	1.083	INT_PLACE
338.327691	1.763	EXT_EPI
340.090267	10.83	EXT_SEM
350.91994	9.615	INT_PERSON
360.535129	0.103	INT_PERC
360.637713	0.597	INT_PLACE
361.234564	1.784	EXT_REP
363.019018	0.891	INT_PERSON
363.909632	0.494	INT_PERC
364.4039	6.269	EXT_SEM
370.673015	4.215	INT_OTHER
374.887532	1.141	INT_ACT
376.028831	2.112	INT_PERSON
378.141125	2.271	INT_OTHER
380.412424	1.688	EXT_SEM
382.100394	2.589	INT_PERSON
384.68961	3.683	EXT_REP
388.372478	2.168	INT_PERC
390.540727	6.181	INT_OTHER
396.721682	2.605	INT_PERSON
399.327001	0.224	INT_ACT
399.55082	1.198	INT_OBJ
400.749185	0.518	INT_ACT
401.266767	0.602	INT_PERC
401.868281	1.247	INT_OTHER
403.115227	2.294	INT_PERC
405.409374	10.209	INT_ACT
415.618058	3.889	INT_PERC
419.506917	0.617	INT_OTHER
420.123726	1.45	INT_PERSON
421.573888	2.535	INT_EMO
424.10913	1.76	INT_OBJ
425.869096	10.88	EXT_SEM
436.748996	2.81	EXT_EPI
439.558659	3.548	EXT_SEM
