onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	PD
18.047272	3.26	INT_OTHER
21.307413	0.529	INT_PERC
21.836211	0.549	INT_PERSON
22.384964	5.423	EXT_SEM
27.808378	1.816	INT_PERC
29.624048	0.359	INT_OBJ
29.983231	0.668	INT_PERC
30.651712	0.878	INT_PERSON
31.529717	1.855	INT_ACT
33.384731	2.804	INT_PERSON
36.188879	0.87	EXT_SEM
37.058963	1.018	INT_ACT
38.07665	0.629	INT_OBJ
38.705222	4.878	EXT_REP
43.583229	0.668	INT_ACT
44.25171	0.579	INT_OBJ
44.830395	2.026	INT_PERC
46.856072	1.609	INT_EMO
48.46471	1.409	EXT_OTHER
49.873877	4.714	INT_ACT
54.587557	0.216	INT_PERC
54.803419	0.642	INT_OBJ
55.445674	12.753	INT_PERC
68.199116	7.714	INT_ACT
75.912965	1.234	INT_PERC
77.14716	0.389	INT_OBJ
77.536276	4.869	EXT_REP
82.40496	1.187	INT_PERC
83.592261	3.127	INT_OBJ
86.71932	1.277	EXT_REP
87.996417	7.128	INT_EMO
95.124165	6.162	INT_PLACE
101.28632	3.393	INT_PERSON
104.679817	7.9	INT_OBJ
112.57989	0.988	EXT_OTHER
113.567645	1.347	INT_OBJ
114.914584	1.049	INT_PERC
115.963919	5.266	INT_PERSON
121.230196	3.346	EXT_SEM
124.575809	7.972	EXT_OTHER
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	PD
171.649624	2.101	INT_PERC
173.750654	0.609	INT_PERSON
174.359271	2.454	EXT_SEM
176.813693	1.956	INT_OBJ
178.769249	3.502	INT_PERC
182.270857	1.278	INT_OBJ
183.548387	2.055	INT_ACT
185.603716	1.098	INT_OBJ
186.701221	1.569	INT_PLACE
188.269954	2.235	EXT_SEM
190.504875	2.604	INT_PERSON
193.108956	3.322	INT_ACT
196.431405	6.415	EXT_SEM
202.846825	3.083	INT_PERSON
205.929818	1.407	INT_PERC
207.336621	3.931	EXT_OTHER
211.267687	1.836	INT_ACT
213.103514	2.434	INT_OBJ
215.537981	3.362	INT_PERC
218.90034	1.427	INT_OBJ
220.327097	0.788	INT_PERC
221.115306	1.616	INT_OBJ
222.731632	1.876	EXT_SEM
224.607369	1.387	INT_PERSON
225.994217	1.916	INT_OTHER
227.909863	1.357	INT_PERC
229.26678	3.422	EXT_REP
232.689002	1.606	INT_ACT
234.295351	0.259	INT_PERC
234.554761	1.886	INT_OBJ
236.440476	11.627	EXT_REP
248.067066	1.055	INT_PERC
249.121655	0.678	INT_OTHER
249.800113	5.827	INT_PERC
255.62687	4.021	INT_OBJ
259.647732	1.634	INT_PERC
261.282229	0.974	INT_ACT
262.25651	2.005	EXT_REP
264.261794	3.727	INT_PERC
267.988775	1.596	INT_OBJ
269.585147	6.146	EXT_SEM
275.731179	2.544	EXT_OTHER
278.275396	2.265	EXT_SEM
280.540249	3.981	INT_ACT
284.521201	3.591	EXT_SEM
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	PD
325.678572	2.854	INT_OTHER
328.532428	2.226	INT_PERSON
330.758551	0.678	INT_ACT
331.43701	0.239	INT_PERC
331.676465	0.329	INT_OBJ
332.005717	2.405	INT_PERC
334.410673	0.239	INT_PERSON
334.650129	0.479	INT_PERC
335.129041	0.708	INT_OBJ
335.837431	1.236	INT_ACT
337.073088	0.886	INT_PERC
337.958757	0.559	INT_OBJ
338.517487	6.304	INT_PERC
344.821593	3.509	EXT_SEM
348.330563	2.467	INT_ACT
350.798055	1.848	INT_OTHER
352.646116	1.932	INT_ACT
354.578529	2.88	INT_PERC
357.458215	0.369	INT_PERSON
357.827376	9.784	EXT_SEM
367.611683	1.427	EXT_REP
369.038441	2.071	INT_OBJ
371.109324	1.728	INT_PERC
372.837272	0.539	INT_OBJ
373.376047	3.446	INT_ACT
376.821778	1.098	INT_OBJ
377.919284	3.163	INT_PERC
381.08219	0.82	INT_PLACE
381.902478	8.474	INT_PERC
390.376747	0.22	INT_PERSON
390.596248	0.659	INT_PERC
391.254751	2.634	INT_ACT
393.888765	2.778	EXT_SEM
396.666528	2.811	INT_PERC
399.477254	0.479	INT_OBJ
399.956166	5.459	INT_PERC
405.41475	0.509	INT_PERSON
405.923594	3.406	EXT_REP
409.329761	7.49	INT_EMO
416.819761	5.368	EXT_SEM
422.188163	1.708	EXT_OTHER
423.896491	4.531	EXT_SEM
428.42742	5.225	INT_ACT
433.652476	0.805	INT_OBJ
434.457105	5.081	INT_PERC
439.537811	1.656	EXT_SEM
