onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	AB_6mo
19.276315	5.764	EXT_EPI
25.040608	5.365	EXT_SEM
30.405644	3.532	EXT_REP
33.93778	20.962	EXT_EPI
54.899655	4.592	EXT_SEM
59.491906	6.631	EXT_EPI
66.123006	4.134	EXT_OTHER
70.257295	13.195	EXT_REP
83.452393	5.615	EXT_SEM
89.067652	7.638	EXT_EPI
96.70587	2.957	EXT_SEM
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	AB_5yr
176.270572	3.04	INT_OTHER
179.310631	1.423	INT_PERSON
180.733391	3.244	INT_PLACE
183.977006	2.917	INT_TIME
186.893885	6.068	INT_OTHER
192.961963	2.166	INT_EMO
195.128042	6.967	EXT_SEM
202.094609	3.279	INT_OBJ
205.373461	4.452	INT_OTHER
209.825268	5.52	INT_OBJ
215.345179	2.062	INT_PERC
217.406927	0.22	INT_PERSON
217.626428	6.294	INT_ACT
223.920341	6.375	INT_EMO
230.295234	1.815	INT_PERSON
232.110405	9.586	INT_ACT
241.696387	0.948	INT_PERC
242.644232	3.443	INT_ACT
246.087194	1.813	INT_PERC
247.900091	1.582	INT_OBJ
249.481813	1.527	INT_PERC
251.008344	2.933	INT_OBJ
253.941497	2.664	INT_PERC
256.605443	7.288	INT_EMO
263.893246	1.856	INT_PERSON
265.749028	12.146	INT_ACT
277.894833	6.317	EXT_REP
284.211979	2.231	INT_OTHER
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	AB_today
326.099572	13.051	EXT_SEM
339.151019	1.447	INT_TIME
340.597731	0.898	INT_PLACE
341.49569	0.988	EXT_OTHER
342.483445	4.211	INT_ACT
346.694911	6.345	INT_PERC
353.03998	3.315	EXT_SEM
356.354787	8.105	EXT_OTHER
364.459436	0.783	INT_ACT
365.242769	3.808	INT_OBJ
369.050525	5.076	EXT_SEM
374.126789	2.808	EXT_REP
376.934867	9.118	EXT_SEM
386.052932	8.034	EXT_REP
394.086883	4.594	INT_PLACE
398.680429	0.768	INT_PERSON
399.448683	0.279	INT_ACT
399.728048	3.173	INT_PERC
402.900837	9.319	EXT_SEM
412.219466	4.994	INT_PERC
417.213731	1.976	INT_PLACE
419.189356	3.094	INT_OBJ
422.283629	7.712	EXT_SEM
429.9961	3.497	INT_PERC
433.493107	1.442	INT_ACT
434.935188	1.686	INT_PLACE
436.621356	1.833	INT_ACT
