onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	PD
18.219463	3.556	INT_PLACE
21.774989	2.331	INT_PERC
24.106084	11.324	EXT_SEM
35.429799	2.381	INT_OTHER
37.810832	2.045	INT_OBJ
39.856183	1.247	INT_PERC
41.103349	1.646	INT_OTHER
42.749607	0.944	INT_PERC
43.693607	4.796	INT_PERSON
48.489765	3.933	INT_EMO
52.422903	4.146	EXT_SEM
56.568654	2.776	INT_PLACE
59.344845	8.19	INT_PERC
67.534435	8.157	INT_PLACE
75.69153	3.602	INT_OBJ
79.293344	3.465	INT_PLACE
82.757935	3.168	INT_PERC
85.92598	0.866	INT_PLACE
86.792204	1.094	INT_PERC
87.885737	1.096	INT_OBJ
88.981487	5.932	EXT_REP
107.090148	4.073	INT_PERC
111.162684	10.01	EXT_SEM
121.172911	8.795	EXT_REP
129.967439	2.439	EXT_SEM
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	PD
172.168782	4.093	INT_PERC
176.261354	0.549	INT_OBJ
176.810107	1.584	INT_PERC
178.394494	0.978	INT_PERSON
179.372272	5.057	INT_OTHER
184.429183	1.928	EXT_REP
186.357589	5.56	INT_OBJ
191.917148	3.156	EXT_SEM
195.073176	2.394	INT_PERC
197.467327	1.197	INT_OBJ
198.664606	1.078	INT_OTHER
199.742157	6.324	INT_PLACE
206.066607	3.115	EXT_REP
209.181806	2.529	INT_PERC
211.710809	1.01	INT_PERSON
212.720897	0.569	INT_ACT
213.289605	1.91	INT_PERC
215.199905	1.038	INT_PERSON
216.237547	1.497	INT_ACT
217.734145	0.692	INT_PERSON
218.426045	0.878	INT_ACT
219.30405	1.965	INT_PERC
221.269178	1.515	INT_ACT
222.783985	4.06	EXT_REP
226.843504	6.647	INT_EMO
233.490783	6.694	EXT_REP
250.974643	2.69	INT_PERSON
253.664436	1.819	INT_PERC
255.483725	11.817	EXT_SEM
267.301098	3.942	EXT_REP
271.243155	4.345	INT_PERSON
275.588567	16.052	EXT_SEM
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	PD
326.437772	2.866	INT_PERC
329.303351	0.459	INT_PERSON
329.762308	3.861	INT_PLACE
333.623532	1.818	INT_PERC
335.441678	2.325	INT_OBJ
337.766395	4.816	INT_PERC
342.582227	3.065	INT_PERSON
345.647064	2.565	INT_PERC
348.211662	1.516	INT_OBJ
349.727174	1.946	INT_ACT
351.673063	0.379	INT_OBJ
352.052201	3.798	INT_OTHER
355.849825	10.632	EXT_SEM
366.482221	1.537	INT_PERC
368.018729	0.389	INT_PERSON
368.407844	4.051	INT_PERC
372.458545	1.464	INT_ACT
373.923031	0.748	INT_OBJ
374.67133	1.387	INT_PERC
376.058178	20.417	EXT_SEM
396.474992	12.005	INT_PERC
408.479915	0.639	INT_OBJ
409.118464	3.231	INT_PERC
412.349871	4.811	INT_PLACE
417.161267	2.025	INT_PERC
419.186664	3.165	INT_PLACE
422.351554	2.195	INT_PERC
424.546566	5.941	INT_PLACE
430.487641	7.933	EXT_REP
438.420558	5.365	INT_OTHER
