onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	AB_5yr
18.659859	22.657	EXT_SEM
41.317327	3.843	INT_ACT
45.160537	2.85	INT_OBJ
48.010088	2.477	INT_PERC
50.487476	3.909	EXT_SEM
54.39646	2.283	INT_ACT
56.679454	0.392	INT_PERC
57.071624	1.064	INT_ACT
58.136087	2.821	EXT_OTHER
60.957135	4.231	EXT_SEM
65.188439	1.671	INT_ACT
66.859601	0.728	INT_PLACE
67.587945	2.465	EXT_SEM
70.053349	1.681	INT_ACT
71.734329	3.794	INT_PERC
75.527944	2.608	INT_ACT
78.135799	0.539	EXT_REP
78.674574	2.681	EXT_SEM
81.355495	8.688	INT_PERC
90.043841	2.588	EXT_SEM
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	AB_6mo
172.953162	32.423	EXT_SEM
205.376155	4.828	EXT_OTHER
210.204348	9.891	EXT_SEM
220.095667	3.311	INT_PERSON
223.407027	0.409	INT_ACT
223.816097	2.085	INT_OBJ
225.901358	5.488	INT_PERSON
231.389562	1.477	INT_ACT
232.866206	2.095	INT_OTHER
234.961444	1.019	INT_ACT
235.980873	5.21	EXT_EPI
241.191187	2.199	INT_PERC
243.389882	1.998	INT_ACT
245.387464	6.674	INT_PERC
252.061636	4.448	EXT_SEM
256.510061	1.272	INT_PERSON
257.782291	5.161	INT_ACT
262.94345	1.169	INT_PLACE
264.112601	1.308	INT_ACT
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	AB_today
327.500535	0.699	INT_TIME
328.199208	2.865	EXT_REP
331.06469	1.058	INT_PERC
332.123168	6.04	INT_ACT
338.163535	1.557	INT_OTHER
339.720922	2.355	INT_OBJ
342.076135	1.142	INT_ACT
343.218546	2.028	INT_OBJ
345.246907	1.635	INT_ACT
346.881469	0.881	INT_PERC
347.762757	2.159	INT_OTHER
349.921679	3.019	INT_ACT
352.940699	0.55	EXT_REP
353.490921	2.965	INT_PERC
356.455468	0.41	INT_ACT
356.86517	0.975	INT_PERC
357.839716	1.031	INT_ACT
358.870217	0.611	INT_OBJ
359.481057	0.392	INT_ACT
359.87274	0.35	INT_OBJ
360.222458	0.821	INT_PERC
361.043128	2.28	INT_ACT
363.322654	0.797	INT_OTHER
364.12001	1.777	INT_ACT
365.896574	6.123	EXT_REP
372.019817	2.49	INT_ACT
374.509805	2.432	INT_OTHER
376.941933	0.815	EXT_REP
377.756671	0.853	INT_OBJ
378.609982	2.196	INT_ACT
380.806208	2.323	INT_OTHER
383.129395	1.044	INT_ACT
384.173885	0.415	INT_PERC
384.588883	0.303	EXT_REP
384.891971	7.451	INT_PERC
