onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	AB_5yr
19.198772	4.865	INT_PLACE
24.063753	3.583	INT_TIME
27.646989	7.494	INT_PERC
35.140642	0.569	INT_OBJ
35.70935	2.937	INT_PERC
38.646546	4.064	INT_ACT
42.711039	0.619	INT_PLACE
43.329633	3.32	INT_PERC
46.649879	0.09	INT_OTHER
46.739675	2.667	INT_ACT
49.406493	2.145	INT_OTHER
51.55108	1.851	INT_EMO
53.402441	6.043	INT_PERC
59.445805	3.985	INT_ACT
63.430909	2.427	EXT_REP
65.85816	5.778	INT_PERC
71.636129	0.631	INT_OBJ
72.267103	5.411	INT_PERSON
77.678238	8.021	EXT_SEM
85.699542	10.009	INT_PERSON
95.708369	1.092	INT_PLACE
96.800076	4.571	INT_PERC
101.371523	0.27	INT_PLACE
101.641356	0.921	INT_PERSON
102.561962	3.944	INT_ACT
106.506301	6.429	INT_OTHER
112.935692	4.64	INT_EMO
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	AB_6mo
173.143272	3.355	INT_ACT
176.498211	4.308	INT_PERSON
180.80655	1.208	INT_TIME
182.014305	12.211	INT_ACT
194.225427	0.818	INT_OBJ
195.043567	2.838	INT_PLACE
197.881409	6.508	INT_OBJ
204.389453	4.832	EXT_SEM
209.221444	3.537	INT_ACT
212.758337	2.052	INT_OBJ
214.810371	4.759	INT_OTHER
219.568913	0.807	INT_ACT
220.376365	1.465	INT_PERC
221.841476	5.993	INT_OBJ
227.834373	2.388	INT_ACT
230.221939	1.337	INT_OBJ
231.558866	1.134	INT_OTHER
232.69308	1.228	EXT_REP
233.920941	13.78	INT_EMO
247.700637	5.163	INT_ACT
252.863639	4.119	INT_PLACE
256.982997	9.704	INT_ACT
266.686586	2.833	INT_OBJ
269.520037	3.058	INT_ACT
272.578535	0.229	INT_PLACE
272.808013	2.951	INT_ACT
275.758562	1.267	INT_OBJ
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	AB_today
326.471372	1.846	INT_TIME
328.317177	3.089	INT_ACT
331.406654	1.591	INT_OBJ
332.998124	4.813	EXT_EPI
337.81081	13.897	INT_OBJ
351.708078	0.918	INT_PERC
352.625992	1.676	INT_OBJ
354.302182	9.585	INT_ACT
363.886802	0.269	EXT_REP
364.156189	5.379	INT_PERC
369.535635	3.874	INT_ACT
373.409384	14.063	EXT_REP
387.471982	3.478	INT_EMO
390.949634	3.185	EXT_REP
