onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	AB_6mo
17.994793	1.754	INT_TIME
19.748503	4.359	EXT_SEM
24.107341	6.345	INT_PERSON
30.452785	4.436	INT_EMO
34.889093	1.46	INT_PLACE
36.349384	2.494	INT_OTHER
38.843715	3.302	INT_PLACE
42.14621	8.863	EXT_EPI
51.009248	2.923	INT_PLACE
53.931946	11.624	EXT_EPI
65.556386	2.165	INT_EMO
67.721466	1.433	INT_TIME
69.154062	1.441	INT_OTHER
70.594935	4.889	INT_ACT
75.483824	1.716	INT_PERC
77.199924	2.955	INT_EMO
80.154843	1.934	EXT_REP
82.088812	8.311	INT_PERC
90.399956	1.207	EXT_REP
91.607212	3.881	INT_ACT
95.488392	6.146	INT_PLACE
101.634423	2.621	INT_ACT
104.255263	1.646	INT_OBJ
105.901521	5.031	EXT_REP
110.932075	4.617	INT_PERSON
115.548838	10.113	INT_EMO
125.661616	3.679	INT_OTHER
129.340746	2.916	EXT_OTHER
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	AB_5yr
172.765359	3.078	INT_TIME
175.842993	5.074	EXT_SEM
180.916847	13.083	INT_OTHER
193.999408	6.888	INT_PLACE
200.887264	5.999	EXT_SEM
206.886156	3.379	INT_PERC
210.265369	0.768	INT_ACT
211.033623	4.783	INT_OBJ
215.816798	0.938	INT_PERC
216.754666	0.539	INT_PLACE
217.293442	1.586	INT_PERC
218.879836	2.506	INT_OBJ
221.385614	3.362	INT_ACT
224.747973	0.988	INT_OBJ
225.735728	1.377	INT_PERSON
227.112599	1.756	INT_PERC
228.868608	1.886	INT_PERSON
230.754322	3.442	INT_OBJ
234.196606	1.527	INT_PERC
235.723136	3.849	INT_OBJ
239.571917	2.864	INT_ACT
242.435824	6.346	INT_PERC
248.781542	1.133	INT_ACT
249.914871	11.1	INT_PERC
261.014915	5.005	INT_PERSON
266.020223	2	INT_OBJ
268.019839	7.264	INT_PERC
275.283435	2.594	INT_OBJ
277.877539	1.312	INT_PERC
279.189475	2.115	INT_OBJ
281.304668	5.644	INT_PERC
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	AB_today
326.790981	4.646	INT_TIME
331.437146	7.908	EXT_OTHER
339.345167	1.592	INT_ACT
340.936815	0.649	INT_OBJ
341.585341	1.427	INT_ACT
343.012099	1.077	INT_PLACE
344.089496	2.688	INT_ACT
346.777398	2.305	INT_PLACE
349.08216	1.257	INT_PERC
350.339303	2.737	INT_PERSON
353.076085	7.175	INT_ACT
360.251306	3.55	INT_EMO
363.801077	4.223	INT_PERC
368.023908	3.761	INT_PERSON
371.784753	4.13	INT_ACT
375.914844	1.566	INT_PERSON
377.481284	2.51	INT_ACT
379.991507	1.946	INT_PLACE
381.937086	1.068	INT_ACT
383.004659	8.248	INT_PLACE
391.252234	9.04	EXT_SEM
400.292459	4.938	INT_PERC
405.230748	5.458	INT_EMO
410.688474	4.011	EXT_REP
414.699321	0.529	INT_PERSON
415.228119	2.772	INT_PERC
418.000588	0.259	INT_OBJ
418.259998	2.621	INT_OTHER
420.881238	1.307	INT_ACT
422.188268	4.157	INT_OBJ
426.344845	4.075	EXT_REP
430.420115	0.609	INT_ACT
431.028732	5.723	INT_PLACE
436.751829	4.024	EXT_OTHER
