onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	PD
19.374635	3.07	INT_OTHER
22.444322	2.985	INT_PERSON
25.428857	2.039	INT_PERC
27.467507	2.177	INT_OBJ
29.644625	0.584	INT_PERSON
30.228801	2.458	EXT_SEM
32.686641	1.308	INT_OBJ
33.99469	0.833	INT_PERC
34.827444	0.573	INT_OBJ
35.400501	5.24	INT_PERC
40.640316	2.174	INT_PERSON
42.814072	3.204	INT_PERC
46.01819	0.614	INT_PERSON
46.63212	4.217	EXT_SEM
50.849418	3.517	INT_EMO
54.366033	3.159	INT_PERC
57.524994	4.729	INT_EMO
62.253654	6.846	EXT_OTHER
69.099757	3.807	EXT_REP
72.906475	2.004	INT_PERC
74.910321	1.085	INT_OTHER
75.995436	4.304	INT_PERC
80.299725	4.77	EXT_SEM
85.06981	5.017	INT_PERC
90.086862	4.507	EXT_REP
94.593706	1.169	INT_OBJ
95.762217	4.552	INT_PERC
100.314526	2.684	INT_EMO
102.998377	3.093	INT_ACT
106.091309	0.959	INT_OBJ
107.050376	0.933	INT_PERC
107.983575	5.332	EXT_REP
119.153026	3.261	EXT_OTHER
122.413855	5.079	INT_OBJ
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	PD
173.756445	1.291	EXT_OTHER
175.047701	0.774	INT_PERSON
175.821787	0.884	INT_PLACE
176.705981	2.51	EXT_SEM
179.215557	1.415	INT_OBJ
180.630267	7.334	INT_PERC
187.964537	0.844	INT_ACT
188.808691	1.584	INT_PERSON
190.392795	1.506	INT_OBJ
191.899032	0.377	INT_PERC
192.275882	2.554	INT_OBJ
194.829759	0.659	INT_PERC
195.488262	1.038	INT_PERSON
196.525904	1.832	INT_PLACE
198.358327	0.774	INT_PERC
199.132414	0.982	INT_OBJ
200.113979	4.556	INT_PERC
204.670025	0.882	INT_OBJ
205.551574	5.373	INT_ACT
210.924784	3.79	INT_OBJ
214.714643	4.387	EXT_REP
219.1016	4.113	INT_OBJ
223.214859	7.176	INT_PERSON
230.390724	4.173	EXT_REP
234.563773	4.224	INT_OBJ
238.787549	1.763	INT_PERC
240.550564	8.273	EXT_REP
260.04754	3.099	INT_PERC
263.146441	2.591	INT_OBJ
265.737587	4.972	EXT_SEM
270.709089	19.267	EXT_REP
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	PD
326.329572	3.37	INT_PLACE
329.699123	0.63	INT_PERSON
330.328988	0.761	INT_PERC
331.089941	3.559	INT_OBJ
334.648515	0.934	INT_PERC
335.582903	0.409	INT_PERSON
335.992155	1.452	INT_PERC
337.444512	1.148	INT_ACT
338.592336	5.046	INT_OBJ
343.638427	1.496	EXT_SEM
345.134754	2.264	INT_PLACE
347.398367	1.89	INT_PERC
349.288796	4.277	INT_OBJ
353.566236	5.116	EXT_REP
358.682666	2.684	INT_PERC
361.366358	1.228	INT_OBJ
362.594114	2.34	EXT_REP
364.93449	1.228	INT_PLACE
366.162246	4.246	INT_PERC
370.408236	1.714	INT_OBJ
372.121979	3.321	INT_PERC
375.442699	2.881	EXT_REP
378.323425	4.278	INT_PERC
382.601743	1.797	EXT_REP
384.398615	2.982	INT_PERC
387.381057	2.876	INT_OBJ
390.257002	1.02	INT_PERC
391.276922	4.77	EXT_REP
396.046977	7.442	INT_OBJ
403.488745	5.649	EXT_REP
409.137361	5.4	EXT_OTHER
420.533409	2.483	EXT_OTHER
