onset	duration	condition_type
0	11	stimPicChoice
11	5	stimCuePic
16	118.2	PD
17.608866	3.253	INT_PERSON
20.861474	0.668	INT_ACT
21.529955	1.038	INT_PLACE
22.567596	2.634	EXT_SEM
25.20161	1.686	INT_ACT
26.887778	7.024	INT_OBJ
33.911814	1.217	INT_ACT
35.129048	0.539	INT_PERC
35.667823	3.961	INT_PERSON
39.628821	10.197	EXT_SEM
49.825646	2.095	INT_TIME
51.920884	5.148	INT_PERC
57.069184	5.098	INT_OBJ
62.167596	1.187	INT_PERC
63.354898	4.171	INT_OBJ
67.52542	2.272	INT_PERC
69.797357	0.562	INT_OBJ
70.35898	0.778	INT_PERC
71.137211	2.983	INT_TIME
74.120431	14.916	EXT_SEM
89.036531	8.218	INT_PERC
97.254789	6.408	INT_OBJ
103.663288	2.632	INT_PERC
106.295786	10.673	EXT_OTHER
116.969088	6.489	INT_PERC
123.458299	0.549	INT_OBJ
124.007052	5.946	INT_PERC
129.953537	5.527	EXT_REP
154	11	stimPicChoice
165	5	stimCuePic
170	118.2	PD
171.222541	3.324	INT_PERC
174.546258	2.085	INT_OBJ
176.631519	4.182	INT_PLACE
180.813666	0.778	INT_PERSON
181.591898	4.749	INT_OBJ
186.341104	1.487	INT_PLACE
187.827725	5.248	INT_ACT
193.075798	2.724	INT_PERC
195.799607	4.342	EXT_REP
200.14175	3.263	INT_ACT
203.404335	0.758	EXT_REP
204.162612	5.865	INT_ACT
210.027565	4.508	INT_PERC
214.535286	1.878	INT_OBJ
216.413052	12.671	EXT_SEM
229.084254	5.378	INT_OBJ
234.462032	1.098	INT_PERC
235.559538	21.844	EXT_SEM
257.403859	4.538	INT_TIME
261.942194	22.552	INT_PERC
284.493771	1.656	EXT_OTHER
308	11	stimPicChoice
319	5	stimCuePic
324	118.2	PD
326.029994	1.42	EXT_OTHER
327.449524	2.287	INT_PERSON
329.736933	1.133	INT_ACT
330.869525	1.151	INT_PLACE
332.020645	1.725	INT_ACT
333.745215	1.596	INT_OBJ
335.341587	3.762	INT_ACT
339.103184	1.417	INT_PERC
340.519819	3.691	INT_OTHER
344.21076	2.602	INT_ACT
346.813186	0.959	INT_OBJ
347.772665	3.901	INT_OTHER
351.673799	1.127	EXT_OTHER
352.801237	1.347	INT_PERC
354.147777	2.505	INT_ACT
356.65286	10.335	INT_PERC
366.988332	1.37	EXT_REP
368.358432	9.75	INT_PERC
378.108323	4.231	EXT_SEM
382.339585	2.454	EXT_OTHER
384.794006	4.999	INT_OBJ
389.792646	2.674	INT_PERC
392.466569	1.646	INT_OBJ
394.112827	3.741	EXT_REP
397.854324	9.172	INT_PERC
407.026059	0.643	INT_OBJ
407.668847	5.97	INT_ACT
413.638451	1.576	INT_OBJ
415.214868	2.372	INT_PERC
417.586433	2.966	INT_OBJ
420.552737	3.883	EXT_OTHER
424.435426	3.223	INT_PERC
427.658849	4.118	EXT_SEM
431.777226	3.89	EXT_OTHER
435.667292	2.342	EXT_SEM
